ConsignDetailID,ConsignID,InvoiceNo,description,articleNo,article,weight,chargeWeight,rateType,rate,freight,InvoiceValue,GRNDate,GRNNo
392322,290353,NULL,Ivtl-b 100 Wcb Body,0,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392323,290353,NULL,Ivtl -b 65 Wcb Body,2,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392324,290353,NULL,Ivtl 150 Sgi Body,27,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392325,290353,NULL,Ivtl 80 Cf3m Body,1,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392326,290353,NULL,Ivtl -b 150 Wcb Body,48,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392327,290353,NULL,Ivtl -b 200 Wcb Body,5,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392328,290353,NULL,Ivtl 50 Cf3m Body,1,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392329,290353,NULL,IVGK 150 CI BODY,11,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392330,290353,NULL,Ivgk -b 100 Wcb Body,25,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392331,290353,NULL,WOODEN PALLET,2,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392332,290354,NULL,Alu Housing  H- 4000,14,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392333,290354,NULL,Wooden Frams,3,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392334,290354,NULL,WOODEN PALLET,3,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392335,290355,NULL,Casting,100,7,NULL,600,Fixed,NULL,NULL,NULL,NULL,NULL
392336,290356,NULL,Base Plate,2,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392337,290356,NULL,Distribt,2,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392338,290357,NULL,Casting,322,7,NULL,1904,Fixed,NULL,NULL,NULL,NULL,NULL
392339,290358,NULL,Casting,6,4,NULL,200,Fixed,NULL,NULL,NULL,NULL,NULL
392340,290359,NULL,Casting,3,4,NULL,100,Fixed,NULL,NULL,NULL,NULL,NULL
392341,290360,NULL,Casting,336,4,NULL,5100,Fixed,NULL,NULL,NULL,NULL,NULL
392342,290361,NULL,Casting,5,4,NULL,50,Fixed,NULL,NULL,NULL,NULL,NULL
392343,290362,NULL,CASTING,15,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392344,290363,NULL,Gkl 300ci Body,4,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392345,290363,NULL,GKL 300CI BODY,14,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392346,290363,NULL,Gkl 250sgi Body,1,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392347,290364,NULL,Gkl 250ci Body,1,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392348,290364,NULL,Gkl 250sgi Body,5,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392349,290364,NULL,GKL 300CI BODY,48,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392350,290364,NULL,Gkl 300sgi Body,7,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392351,290364,NULL,WOODEN PALLET,2,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392352,290365,NULL,Casting,48,7,NULL,500,Fixed,NULL,NULL,NULL,NULL,NULL
392353,290366,NULL,Casting,361,7,NULL,700,Fixed,NULL,NULL,NULL,NULL,NULL
392354,290367,NULL,CASTING,4,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392355,290368,NULL,Ivc Disc 40 (nos 36)gk Disc 100 (nos 32) Ivc Body 150 (nos 17) Ivc Disc 65 (nos 102) Ivc Disc 80 (nos 23) Gk  Disc 80 (nos 237),10,96,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392356,290369,NULL,CASTING,29,1,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392357,290370,NULL,PULLEY 3129-17C,1112,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392358,290370,NULL,COVER CASTING,18,1,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392359,290371,NULL,DISC DN 250GJS,20,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392360,290371,NULL,"DISC DN 80CF8M, NOS 273",3,494,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392361,290371,NULL,NULL,1,2609,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392362,290372,NULL,Alu Housing H- 100,212,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392363,290372,NULL,Alu Hoising H-550,38,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392364,290372,NULL,Sr 25 Pdc,1,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392365,290372,NULL,WOODEN PALLET,4,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392366,290372,NULL,Wooden Frams,4,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392367,290373,NULL,COLD BOX PART-1,31,2579,NULL,6758,Fixed,NULL,NULL,NULL,NULL,NULL
392368,290374,NULL,CASTING,12,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392369,290375,NULL,Casting,3,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392370,290376,NULL,CASTING,4,7,NULL,421.1,Fixed,NULL,NULL,NULL,NULL,NULL
392371,290377,NULL,Bag,6,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392372,290378,NULL,Castings,20,7,NULL,1967,Fixed,NULL,NULL,NULL,NULL,NULL
392373,290379,NULL,DELY BEND,1,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392374,290380,NULL,Casting,40,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392375,290381,NULL,BAL VALVE COVER,1,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392376,290382,NULL,"NECK RING, TH BRG HSG",7,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392377,290383,NULL,SHAFT FITTING SLEEV,4,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392378,290384,NULL,RM PIPES,1,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392379,290385,NULL,SHAFT WITH SLEEVE,5,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392380,290386,NULL,CASTING,1,7,NULL,37,Fixed,NULL,NULL,NULL,NULL,NULL
392381,290387,NULL,CASTING,2,7,NULL,629,Fixed,NULL,NULL,NULL,NULL,NULL
392382,290387,NULL,R .T. FILM,2,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392383,290386,NULL,R .T. FILM,1,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392384,290388,NULL,CASTING,49,7,NULL,1033,Fixed,NULL,NULL,NULL,NULL,NULL
392397,290401,NULL,CASTING,117,7,NULL,3326,Fixed,NULL,NULL,NULL,NULL,NULL
392399,290403,NULL,CASTING,25,7,NULL,3837,Fixed,NULL,NULL,NULL,NULL,NULL
392400,290054,NULL,CARBON CUP & TEMP TIPS,2,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392405,290404,NULL,NYLON BLACK,10,2,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392406,290405,NULL,PASTING GUM POWDER,20,2,NULL,500,Fixed,NULL,NULL,NULL,NULL,NULL
392409,290408,NULL,NULL,10,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392410,290409,NULL,NULL,6,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392411,290389,NULL,Slv,5,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392412,290390,NULL,SHAFT,1,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392413,290391,NULL,SHAFT WITH SLEEVE,10,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392414,290392,NULL,Shaft,5,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392415,290393,NULL,Shaft,18,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392416,290394,NULL,SHAFT FITTING SLEEV,5,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392417,290395,NULL,Shaft,1,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392418,290396,NULL,Casting,28,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392419,290406,NULL,Slv,14,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392420,290407,NULL,Bel Mouth,2,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392421,290407,NULL,Test Bar,2,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392422,290410,NULL,NICKEL,10,2,NULL,500,Fixed,NULL,NULL,NULL,NULL,NULL
392423,290411,NULL,FERRO SILICON CALCIUM,6,2,NULL,240,Fixed,NULL,NULL,NULL,NULL,NULL
392424,290412,NULL,FERRO SILICON MAGNESIUM,10,2,NULL,500,Fixed,NULL,NULL,NULL,NULL,NULL
392425,290413,NULL,NICKEL,2,2,NULL,100,Fixed,NULL,NULL,NULL,NULL,NULL
392426,290414,NULL,NICKEL,10,2,NULL,500,Fixed,NULL,NULL,NULL,NULL,NULL
392427,290415,NULL,HIGH CARBON FERRO CHROME,50,2,NULL,2500,Fixed,NULL,NULL,NULL,NULL,NULL
392428,290416,NULL,HIGH CARBON FERRO MANGANESE,10,2,NULL,1250,Fixed,NULL,NULL,NULL,NULL,NULL
392429,290416,NULL,HIGH CARBON FERRO CHROME,15,2,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392430,290417,NULL,FERRO MOLYBDENUM,10,2,NULL,500,Fixed,NULL,NULL,NULL,NULL,NULL
392431,290418,NULL,NICKEL CATHODES,2,2,NULL,100,Fixed,NULL,NULL,NULL,NULL,NULL
392432,290419,NULL,NICKEL CATHODES,0,2,NULL,2950,Fixed,NULL,NULL,NULL,NULL,NULL
392433,290419,NULL,HIGH CARBON FERRO MANGANESE,14,2,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392434,290419,NULL,FERRO SILICON,50,2,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392435,290420,NULL,FERRO SILICON (T),8,2,NULL,300,Fixed,NULL,NULL,NULL,NULL,NULL
392436,290421,NULL,CARBON CUP & TEMP TIPS,19,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392437,290422,NULL,CARBON CUP,5,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392438,290422,NULL,HOLDER FOR TIP,1,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392439,290423,NULL,TIP HOLDER & TEMP TIPS,6,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392440,290424,NULL,CARBON CUP,1,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392441,290425,NULL,CARBON CUP & TEMP TIPS,40,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392442,290426,NULL,TEMP TIPS,5,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392443,290427,NULL,CARBON CUP,5,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392444,290428,NULL,CARBON CUP,3,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392445,290429,NULL,CARBON CUP,10,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392446,290430,NULL,CARBON CUP,12,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392447,290431,NULL,CARBON CUP,10,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392448,290432,NULL,CARBON CUP & TEMP TIPS,22,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392449,290433,NULL,FERRO SILICON (T),50,2,NULL,10000,Fixed,NULL,NULL,NULL,NULL,NULL
392450,290433,NULL,HIGH CARBON FERRO MANGANESE,160,2,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392451,290434,NULL,COPPER SCRAP,18,2,NULL,1016,Kg,3,3048,NULL,NULL,NULL
392452,290435,NULL,BEDKI RH LH ASSEMBLY,259,7,NULL,3500,Fixed,NULL,NULL,NULL,NULL,NULL
392453,290435,NULL,NULL,2,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392454,290436,NULL,AIR CLEANER,25,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392455,290437,NULL,TOP BOTTOM CASTINGS,1,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392456,290438,NULL,CASTINGS,3,7,NULL,2100,Fixed,NULL,NULL,NULL,NULL,NULL
392457,290439,NULL,FUEL TANK 400 LTR,1,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392458,290440,NULL,STUDS,57,2,NULL,1000,Fixed,NULL,NULL,NULL,NULL,NULL
392459,290441,NULL,REDU CONC AND ECC,16,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392460,290442,NULL,RUBBER,1,8,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392461,290443,NULL,INSULATING SLEEVE,70,72,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392462,290444,NULL,INSULATING SLEEVE,49,72,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392463,290445,NULL,WCB VOLUTE CASING,2,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392464,290446,NULL,ISOMOL 380 FLO,14,25,NULL,490,Fixed,NULL,NULL,NULL,NULL,NULL
392465,290447,NULL,HARDNER H 740,2,25,NULL,850,Fixed,NULL,NULL,NULL,NULL,NULL
392466,290447,NULL,FENOTEC 5010,3,29,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392467,290448,NULL,RHEOTEC TAD (MAHABAL),250,11,NULL,7500,Fixed,NULL,NULL,NULL,NULL,NULL
392468,290449,NULL,INSULATING SLEEVE,14,72,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392469,290450,NULL,INSULATING SLEEVE,11,72,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392470,290451,NULL,KALMIN 100 KSP 10/17 K,10,72,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392471,290452,NULL,KALMIN 100 PLUS,1,188,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392472,290452,NULL,KALMIN 100 PLUS,0,72,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392473,290453,NULL,ISOMOL 7800,0,25,NULL,1200,Fixed,NULL,NULL,NULL,NULL,NULL
392474,290454,NULL,ISOMOL 7800,40,25,NULL,1200,Fixed,NULL,NULL,NULL,NULL,NULL
392475,290455,NULL,RHEOTEC 430,33,11,NULL,990,Fixed,NULL,NULL,NULL,NULL,NULL
392477,290456,NULL,SEDEX,9,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392478,290457,NULL,DYCOTE 1400,2,13,NULL,10,Fixed,NULL,NULL,NULL,NULL,NULL
392479,290402,NULL,CASTING,3,7,NULL,729,Fixed,NULL,NULL,NULL,NULL,NULL
392480,290458,NULL,CASTING,8,7,NULL,2872,Fixed,NULL,NULL,NULL,NULL,NULL
392481,290459,NULL,CASTING,47,7,NULL,3234,Fixed,NULL,NULL,NULL,NULL,NULL
392482,290460,NULL,CASTING,2,494,NULL,1511,Fixed,NULL,NULL,NULL,NULL,NULL
392483,290461,NULL,EMPTY WOODEN BOXES,125,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392484,290462,NULL,CORRUGATED BOXES,14,317,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392485,290462,NULL,C-BOX L,2,2,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392486,290463,NULL,CORRUGATED BOXES,60,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392487,290463,NULL,EDGEBOARD,12,317,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392488,290464,NULL,AFCOTE-21,15,11,NULL,600,Fixed,NULL,NULL,NULL,NULL,NULL
392489,290465,NULL,SLEEVE,25,72,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392490,290466,NULL,SLEEVE,3,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392491,290467,NULL,SLEEVE,12,72,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392492,290468,NULL,SLEEVE,42,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392493,290468,NULL,SLEEVE,12,72,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392494,290469,NULL,FEEDHOT 707,28,2,NULL,1400,Fixed,NULL,NULL,NULL,NULL,NULL
392495,290469,NULL,SLEEVE,30,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392496,290469,NULL,SLEEVE,61,72,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392497,290470,NULL,COVER CASTINGS,45,2,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392498,290471,NULL,Patterns,1,246,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392499,290472,NULL,NULL,1,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392500,290473,NULL,NULL,1,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392501,290474,NULL,NULL,1,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392502,290475,NULL,NULL,1,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392503,290476,NULL,NULL,1,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392504,290477,NULL,NULL,1,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392505,290478,NULL,NULL,1,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392506,290479,NULL,COUP ND,1,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392507,290480,NULL,S-SLV NUT RH,20,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392508,290481,NULL,SHAFT,1,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392509,290482,NULL,INT BRG SLEEVE,121,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392510,290483,NULL,SR-4000,2,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392511,290483,NULL,SR-2500,13,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392512,290484,NULL,WOODEN FRAMES,6,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392513,290485,NULL,MINERAL MIXTURE,10,15,NULL,500,Fixed,NULL,NULL,NULL,NULL,NULL
392516,290488,NULL,CARBON BUSH,1,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392517,290488,NULL,MIXING NZL,1,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392518,290489,NULL,Bdn,1,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392519,290490,NULL,CASTING,1,467,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392520,290486,NULL,NULL,1,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392521,290491,NULL,INOCULIN 75SR PLUS,160,1,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392524,290494,NULL,Stuff Box,1,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392525,290495,NULL,CASTING,1,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392526,290495,NULL,CASTING,1,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392527,290492,NULL,VCI PAPER,6,317,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392528,290493,NULL,NULL,2,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392529,290496,NULL,HIGH CARBON FERRO CHROME,50,2,NULL,2500,Fixed,NULL,NULL,NULL,NULL,NULL
392530,290497,NULL,FERRO SILICON (T),25,2,NULL,2600,Fixed,NULL,NULL,NULL,NULL,NULL
392531,290497,NULL,HIGH CARBON FERRO MANGANESE,30,2,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392532,290497,NULL,FERRO MOLYBDENUM,2,2,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392533,290498,NULL,SLEEVE,9,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392534,290499,NULL,SLEEVE,48,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392535,290500,NULL,Alu Piston P-100 (nos 200) /alu Piston -p 200 ( Nos 120),10,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392536,290501,NULL,SLEEVE,34,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392537,290502,NULL,Casting,17,96,NULL,400,Fixed,NULL,NULL,NULL,NULL,NULL
392538,290503,NULL,Component Pump Set,2,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392539,290504,NULL,Component Pump Set,2,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392540,290505,NULL,Casting,49,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392541,290505,NULL,NULL,1,321,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392542,290505,NULL,Top Bottom,3,28,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392543,290505,NULL,NULL,2,381,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
