ConsignDetailID,ConsignID,InvoiceNo,description,articleNo,article,weight,chargeWeight,rateType,rate,freight,InvoiceValue,GRNDate,GRNNo
393074,290847,NULL,FLUX CORED WIRE,1,116,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393075,290847,NULL,Sticks63/37,1,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393076,290848,NULL,THERMOCOUPLE TIP,1,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393077,290849,NULL,CRANK SHAFT-32 R96,199,7,NULL,1393,Fixed,NULL,NULL,NULL,NULL,NULL
393078,290816,NULL,BASE FRAME,6,459,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393079,290816,NULL,BASE PLATE,6,458,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393080,290817,NULL,BASE PLATE,3,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393081,290817,NULL,NULL,1,494,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393082,290818,NULL,BASE PLATE,3,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393083,290850,NULL,CERAMIC FIBRE BLANKET,3,135,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393084,290851,NULL,FORGINGS,172,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393085,290852,NULL,PISO M,2,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393086,290853,NULL,"STUD, SCREW",18,2,NULL,360,Fixed,NULL,NULL,NULL,NULL,NULL
393087,290854,NULL,ISOMOL 7800,40,25,NULL,1250,Fixed,NULL,NULL,NULL,NULL,NULL
393088,290854,NULL,STRIPCOTE 7019,5,25,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393089,290855,NULL,RHEOTEC CAC (PLUS),2,11,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393090,290856,NULL,INOCULIN 250 (T),80,2,NULL,2000,Fixed,NULL,NULL,NULL,NULL,NULL
393091,290856,NULL,SEDEX,12,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393092,290857,NULL,TENO TEC TC(J),100,25,NULL,3000,Fixed,NULL,NULL,NULL,NULL,NULL
393093,290858,NULL,TENO TEC TC(J),20,25,NULL,600,Fixed,NULL,NULL,NULL,NULL,NULL
393094,290859,NULL,COVERAL GR 2516,8,2,NULL,410,Fixed,NULL,NULL,NULL,NULL,NULL
393095,290859,NULL,COVERAL MTS 1584,16,2,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393096,290859,NULL,DYCOTE 1400,2,13,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393097,290860,NULL,SLEEVE,53,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393098,290861,NULL,SLEEVE,16,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393099,290862,NULL,SLEEVE,10,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393100,290863,NULL,SLEEVE,20,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393101,290864,NULL,SLEEVE,12,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393102,290865,NULL,SLEEVE,10,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393103,290866,NULL,Welging Holder,1,116,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393104,290867,NULL,Casting,34,7,NULL,3460,Fixed,NULL,NULL,NULL,NULL,NULL
393105,290868,NULL,Casting,2,494,NULL,736,Fixed,NULL,NULL,NULL,NULL,NULL
393106,290869,NULL,NULL,20,78,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393107,290870,NULL,NULL,1,1,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393108,290871,NULL,NULL,148,78,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393109,290871,NULL,NULL,3,3,NULL,2200,Fixed,NULL,NULL,NULL,NULL,NULL
393110,290872,NULL,TEMP TIPS,10,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393111,290873,NULL,CASTING,35,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393112,290874,NULL,Hsg H-25,291,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393113,290874,NULL,PALLET,1,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393114,290874,NULL,FREM,2,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393115,290875,NULL,NULL,2,494,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393116,290876,NULL,CASTING,114,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393117,290876,NULL,NULL,67,78,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393118,290877,NULL,NULL,5,28,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393119,290877,NULL,NULL,1,106,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393120,290878,NULL,FORGINGS,1,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393121,290879,NULL,NULL,4,28,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393122,290880,NULL,ALUMINIUM ALLOY INGOT,272,7,NULL,2403,Fixed,NULL,NULL,NULL,NULL,NULL
393123,290881,NULL,FUEL TANKS,2,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393124,290882,NULL,Iv 550,37,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393125,290882,NULL,WCB HOUSING 2500,4,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393126,290882,NULL,PALLET,5,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393127,290883,NULL,Cap Sr 150,5,2,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393128,290884,NULL,Casting For Housing,40,7,NULL,928,Fixed,NULL,NULL,NULL,NULL,NULL
393129,290885,NULL,Casting,12,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393130,290885,NULL,Casting,10,1,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393131,290886,NULL,Casting,29,3,NULL,956,Fixed,NULL,NULL,NULL,NULL,NULL
393132,290886,NULL,Casting,4,494,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393133,290887,NULL,Casting,7,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393134,290888,NULL,PISTON-200,108,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393135,290888,NULL,PISTON-350,152,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393136,290889,NULL,PULLEY 3129-17C,535,7,NULL,1880,Fixed,NULL,NULL,NULL,NULL,NULL
393137,290889,NULL,Casting,40,1,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393138,290890,NULL,SHAFT S350,164,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393139,290890,NULL,"SHAFT S100, NOS 189, SHAFT S60 NOS 156",4,494,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393140,290891,NULL,ACMEX-4100 SLEEVE,10,3,NULL,200,Fixed,NULL,NULL,NULL,NULL,NULL
393141,290891,NULL,ACMEX-4100 SLEEVE,25,380,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393142,290891,NULL,AF-90,4,1,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393143,290892,NULL,ACMIN- DP SLEEVES,15,324,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393144,290893,NULL,ACMIN SLEEVE,40,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393145,290894,NULL,ACMIN SLEEVE,10,324,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393146,290895,NULL,CARBON CUP & TEMP TIPS,10,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393147,290896,NULL,CARBON CUP & TEMP TIPS,4,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393148,290897,NULL,CARBON CUP & TEMP TIPS,13,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393149,290898,NULL,CARBON CUP & TEMP TIPS,10,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393150,290899,NULL,TEMP TIPS,15,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393151,290900,NULL,Castings,63,7,NULL,6406,Fixed,NULL,NULL,NULL,NULL,NULL
393152,290900,NULL,R .T. FILM,1,106,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393153,290901,NULL,DIGITAL TEMP INDI-MICRO PORTABLE,2,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393154,290901,NULL,LANCE FOR  TIP HOLDER,1,2625,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393155,290902,NULL,REPAIRING MATERIAL,3,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393156,290903,NULL,CARBON CUP & TEMP TIPS,9,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393157,290904,NULL,CARBON CUP & TEMP TIPS,2,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393158,290905,NULL,CARBON CUP,3,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393159,290906,NULL,CARBON CUP,4,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393160,290907,NULL,CARBON CUP & TEMP TIPS,12,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393161,290907,NULL,BATTERY CHARGER,1,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393162,290908,NULL,CARBON CUP,10,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393163,290909,NULL,CARBON CUP,3,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393164,290910,NULL,CARBON CUP,2,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393306,291345,NULL,SLEEVE,2,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393307,291346,NULL,Woodan Pallets,10,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393308,291346,NULL,Frame With Hinges,20,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393309,291347,NULL,SLEEVE,93,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393310,291348,NULL,SLEEVE,74,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393311,291349,NULL,TOP BOTTOM CASTINGS,6,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393312,291349,NULL,IMPELLER,1,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393313,291350,NULL,PLASTIC SHEETS,133,7,NULL,4950,Kg,2.25,11137.5,NULL,NULL,NULL
393314,291351,NULL,T BARS,24,7,NULL,2100,Kg,3.5,7350,NULL,NULL,NULL
393315,291351,NULL,"FLOATING SEAL, SKID SHOES",1,8,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393316,291352,NULL,GUARD SET X,17,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393317,291353,NULL,PINE WOOD PALLETS,50,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393318,291354,NULL,C-BOX CORRU. BOX,1,314,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393319,291355,NULL,SLEEVE,25,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393320,291356,NULL,SLEEVE,20,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393321,291357,NULL,MOULD SEALING ROPE,11,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393322,291358,NULL,Rejection Casting,1,7,NULL,1500,Fixed,NULL,NULL,NULL,NULL,NULL
393323,291359,NULL,RHEOTEC 440 (GPI),149,11,NULL,4470,Fixed,NULL,NULL,NULL,NULL,NULL
393324,291360,NULL,RHEOTEC CAC (PLUS),40,11,NULL,1000,Fixed,NULL,NULL,NULL,NULL,NULL
393325,291360,NULL,FEEDEX HD VSK 40/35,20,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393326,291361,NULL,SLAX 30,12,2,NULL,300,Fixed,NULL,NULL,NULL,NULL,NULL
393327,291362,NULL,FERRUX 707 F,20,2,NULL,500,Fixed,NULL,NULL,NULL,NULL,NULL
393328,291363,NULL,RHEOTEC CAC,52,11,NULL,1300,Fixed,NULL,NULL,NULL,NULL,NULL
393329,291364,NULL,SEDEX,3,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393330,291365,NULL,M-COWL NUT RH-LH,14,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393331,291366,NULL,ST BOX BUSH,2,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393332,291367,NULL,SLEEVE,27,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393333,291368,NULL,SHAFT WITH SLEEVE FITTED,8,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393334,291369,NULL,SLEEVE,4,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393335,291370,NULL,INT BRG SLEEVE,10,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393336,291371,NULL,SHAFT,1,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393337,291372,NULL,S-SLEEVE NUT RH,30,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393338,291373,NULL,NECK RING,4,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393339,291374,NULL,NULL,9,9,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393340,291374,NULL,NULL,2,204,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393341,291374,NULL,NULL,1,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393342,291375,NULL,COUPLING,95,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393343,291376,NULL,NULL,1,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393344,291377,NULL,NULL,1,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393345,291378,NULL,NULL,1,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393346,291379,NULL,NULL,1,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393347,291380,NULL,NULL,1,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393348,291381,NULL,NULL,1,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393349,291382,NULL,NULL,1,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393350,291383,NULL,NULL,1,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
393351,291384,NULL,NULL,1,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
